"Cameroon","Total renewable water resources per capita (m3/inhab/year)",1962,50608.0,"K",,1967,45072.0,"K",,1972,39683.0,"K",,1977,34575.0,"K",,1982,29860.0,"K",,1987,25662.0,"K",,1992,22122.0,"K",,1997,19245.0,"K",,2002,16872.0,"K",,2007,14839.0,"K",,2012,13071.0,"K",,2014,12127.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Canada","Total renewable water resources per capita (m3/inhab/year)",1962,155520.0,"K",,1967,142332.0,"K",,1972,131063.0,"K",,1977,122323.0,"K",,1982,115996.0,"K",,1987,109336.0,"K",,1992,102349.0,"K",,1997,97151.0,"K",,2002,92748.0,"K",,2007,87987.0,"K",,2012,83228.0,"K",,2014,80746.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Central African Republic","Total renewable water resources per capita (m3/inhab/year)",1962,90559.0,"K",,1967,82024.0,"K",,1972,74171.0,"K",,1977,66888.0,"K",,1982,58458.0,"K",,1987,51254.0,"K",,1992,45646.0,"K",,1997,40309.0,"K",,2002,36528.0,"K",,2007,33555.0,"K",,2012,30519.0,"K",,2014,28776.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Chad","Total renewable water resources per capita (m3/inhab/year)",1962,14638.0,"K",,1967,13300.0,"K",,1972,11976.0,"K",,1977,10740.0,"K",,1982,9690.0,"K",,1987,8449.0,"K",,1992,7197.0,"K",,1997,6098.0,"K",,2002,5077.0,"K",,2007,4239.0,"K",,2012,3594.0,"K",,2014,3256.0,"K",

"",,,"1958-1962",,,,"1963-1967",,,,"1968-1972",,,,"1973-1977",,,,"1978-1982",,,,"1983-1987",,,,"1988-1992",,,,"1993-1997",,,,"1998-2002",,,,"2003-2007",,,,"2008-2012",,,,"2013-2017",,
"Chile","Total renewable water resources per capita (m3/inhab/year)",1962,114614.0,"K",,1967,102624.0,"K",,1972,93083.0,"K",,1977,85902.0,"K",,1982,79791.0,"K",,1987,73807.0,"K",,1992,68040.0,"K",,1997,63252.0,"K",,2002,59382.0,"K",,2007,56071.0,"K",,2012,53088.0,"K",,2014,51432.0,"K",

